Item Id,SKU,Type,Sensor Type,Brand,Features,Manufacturer,Fan Width,Color,Control Style,Installation Area,Style,Number of Blades,Material,Cord Color,Blade Color,Number of Settings,Lighting Technology,Room,Number of Speeds,Design,Finish,Product Line,Personalized,Mounting,Power Source,Light Color,Energy Star,Country/Region of Manufacture,Voltage,Assembly Required,Item Diameter,Year Manufactured,Light Direction,Pattern,Output Voltage,Amperage,Era,Labels & Certifications,Manufacturer Warranty,Color Temperature,LED Chip Code,Lumens,LED String/Strip Type,MPN,EC Range,Bundle Description,California Prop 65 Warning,Custom Bundle,IP Rating,Item Height,Item Length,Item Weight,Item Width,Model,Power Consumption,Required Tools,
"265857838808","WTFHM1760","Fans","","Warehouse of Tiffany","","","","Black","","","","","","Black","Black","","","","","","Matte","","","","","","","","","","","","","","","","","","","","","","","CFL-8342CH","","","","","","","","","","","","",
"265857829954","WTFHM1902","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8348BL","","","","","","","","","","","","",
"265857836606","WTFHM1817","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8350REMO/CH","","","","","","","","","","","","",
"265857838152","WTFHM1839","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8352RB","","","","","","","","","","","","",
"265857819170","WTFHM1851","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8354CH","","","","","","","","","","","","",
"265857825507","WTFHM1897","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8366CH","","","","","","","","","","","","",
"265857828362","WTFHM1655","Fans","","Warehouse of Tiffany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8366REMO/CHD","","","","","","","","","","","","",
"265857823293","WTFHM1859","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8370REMO/RB","","","","","","","","","","","","",
"265857819041","WTFHM1840","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8377CH","","","","","","","","","","","","",
"265857833227","WTFHM1645","Fans","","Warehouse of Tiffany","","","","Black","","","","","","Black","Black","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8388REMO/A","","","","","","","","","","","","",
"265857823627","WTFHM1666","Fans","","Warehouse of Tiffany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8390REMO/CH","","","","","","","","","","","","",
"265857839315","WTFHM1667","Fans","","Warehouse of Tiffany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8396REMO/CH","","","","","","","","","","","","",
"265857825102","WTFHM1664","Fans","","Warehouse of Tiffany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8405CH","","","","","","","","","","","","",
"265857839878","WTFHM1684","Fans","","Warehouse of Tiffany","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8414REMO/CH","","","","","","","","","","","","",
"265857831391","WTFHM1900","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8423CH","","","","","","","","","","","","",
"265857835110","WTFHM1862","Fans","","Warehouse of Tiffany","","","","Silver","","Indoor","","","","Silver","Silver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8426REMO/SN","","","","","","","","","","","","",
"265857829359","WTFHM1863","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8427REMO/SN","","","","","","","","","","","","",
"265971727376","WTFHM1865","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8430REMO/CH","","","","","","","","","","","","",
"265857821558","WTFHM1867","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8432REMO/CH","","","","","","","","","","","","",
"265857835206","WTFHM1875","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8439CH","","","","","","","","","","","","",
"265857828730","WTFHM1876","Fans","","Warehouse of Tiffany","","","","","Pull Chain","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8439RB","","","","","","","","","","","","",
"265857825308","WTFHM1878","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8441REMO/AS","","","","","","","","","","","","",
"265857828229","WTFHM1880","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8443REMO/RB","","","","","","","","","","","","",
"265857827029","WTFHM1882","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8444REMO/CH","","","","","","","","","","","","",
"265857836249","WTFHM1883","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8446REMO/SB","","","","","","","","","","","","",
"265857838936","WTFHM1885","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8448REMO/CH","","","","","","","","","","","","",
"265857828111","WTFHM1889","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8454REMO/SB","","","","","","","","","","","","",
"265857819917","WTFHM1890","Fans","","Warehouse of Tiffany","","","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8455REMO/MB","","","","","","","","","","","","",
"265857836508","WTFHM1925","Fans","","Warehouse of Tiffany","","","","","","","","5","","","","5","","","5","","","","","","","","","","","","","","","","","","","","","","","","","CFL-8480REMO/MB","","","","","","","","","","","","",
"265632670638","ACHR149403","Fans","","Westinghouse","","Westinghouse","","Brown","","Indoor","Antique","","Brass","Brown","Brown","","","","","","Antique Brass","","","","","","","","","","","","","","","","","","","","","","","3002638","","","","","","","","","","","","",
"265634180983","WTNGL2304","Fans","","Westinghouse","","Westinghouse","","","","Indoor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7204300","","","","","","","","","","","","",
